From,To,Label,Direction,Description,Tags,File_Path,File_Extension,Domain
comp_content_search,app_teams,DISCOVERED_BY,directed,Content Search can search Teams.,Compliance,,,Compliance
comp_content_search,store_exchange,DISCOVERED_BY,directed,Content Search can search Exchange.,Compliance,,,Compliance
comp_content_search,store_onedrive,DISCOVERED_BY,directed,Content Search can search OneDrive.,Compliance,,,Compliance
comp_content_search,store_sharepoint,DISCOVERED_BY,directed,Content Search can search SharePoint.,Compliance,,,Compliance
comp_ediscovery,app_loop,DISCOVERED_BY,directed,Loop content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,app_teams,DISCOVERED_BY,directed,Teams content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,app_viva_engage,DISCOVERED_BY,directed,Viva Engage content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,store_exchange,DISCOVERED_BY,directed,Exchange content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,store_onedrive,DISCOVERED_BY,directed,OneDrive content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
comp_ediscovery,store_sharepoint,DISCOVERED_BY,directed,SharePoint content discoverable via eDiscovery.,Compliance;eDiscovery,,,Compliance
app_outlook,feat_exo_calendar,GENERATES,directed,Outlook generates calendar items.,Exchange_Online,,,Exchange
app_outlook,feat_exo_contacts,GENERATES,directed,Outlook generates contacts.,Exchange_Online,,,Exchange
app_outlook,feat_exo_email,GENERATES,directed,Outlook generates email messages.,Exchange_Online,,,Exchange
app_outlook,feat_exo_tasks,GENERATES,directed,Outlook generates tasks.,Exchange_Online,,,Exchange
app_copilot,tech_graph,GROUNDED_BY,directed,Copilot grounded by Microsoft Graph data.,Copilot,,,Copilot
app_copilot,tech_semantic_index,GROUNDED_BY,directed,Copilot grounded by Semantic Index.,Copilot,,,Copilot
app_knowledge_agent,tech_semantic_index,GROUNDED_BY,directed,Knowledge Agent uses Semantic Index for retrieval.,Copilot;Agents,,,Copilot
copilot_excel,tech_semantic_index,GROUNDED_BY,directed,Copilot in Excel grounded by Semantic Index.,Copilot,,,Copilot
copilot_outlook,tech_semantic_index,GROUNDED_BY,directed,Copilot in Outlook grounded by Semantic Index.,Copilot,,,Copilot
copilot_planner,tech_semantic_index,GROUNDED_BY,directed,Copilot in Planner grounded by Semantic Index.,Copilot,,,Copilot
copilot_powerpoint,tech_semantic_index,GROUNDED_BY,directed,Copilot in PowerPoint grounded by Semantic Index.,Copilot,,,Copilot
copilot_stream,tech_semantic_index,GROUNDED_BY,directed,Copilot in Stream grounded by Semantic Index.,Copilot,,,Copilot
copilot_teams,tech_semantic_index,GROUNDED_BY,directed,Copilot in Teams grounded by Semantic Index.,Copilot,,,Copilot
copilot_word,tech_semantic_index,GROUNDED_BY,directed,Copilot in Word grounded by Semantic Index.,Copilot,,,Copilot
feat_studio_orchestrator,tech_semantic_index,GROUNDED_BY,directed,Orchestrator uses Semantic Index for grounding.,Copilot;AI,,,Copilot
app_forms,store_exchange,HAS_COMPLIANCE_COPY,directed,Forms compliance copy stored in user mailbox.,Microsoft 365,,,Microsoft 365
app_planner,store_exchange,HAS_COMPLIANCE_COPY,directed,Planner compliance data via Group mailbox.,Microsoft 365,,,Microsoft 365
app_viva_engage,store_exchange,HAS_COMPLIANCE_COPY,directed,Viva Engage compliance copies in Exchange.,Viva,,,Viva
feat_channel_conversations,mbox_group,HAS_COMPLIANCE_COPY,directed,Compliance copy of channel conversations in group mailbox.,Teams;Compliance,,,Teams
feat_chat_messages,mbox_user,HAS_COMPLIANCE_COPY,directed,Compliance copy of chat messages in user mailbox.,Teams;Compliance,,,Teams
feat_forms_responses,store_exchange,HAS_COMPLIANCE_COPY,directed,Forms compliance copies stored in user mailbox.,compliance,,,Forms
feat_teams_call_history,mbox_user,HAS_COMPLIANCE_COPY,directed,Compliance copy of call records in user mailbox.,Teams;Compliance,,,Teams
feat_teams_voicemail,mbox_user,HAS_COMPLIANCE_COPY,directed,Compliance copy of voicemail in user mailbox.,Teams;Compliance,,,Teams
app_bookings,feat_bookings_mailbox,HAS_COMPONENT,directed,Bookings provisions a scheduling mailbox.,Exchange,,,Bookings
app_clipchamp,feat_clipchamp_projects,HAS_COMPONENT,directed,Clipchamp creates video projects.,video,,,Clipchamp
app_copilot,feat_copilot_interactions,HAS_COMPONENT,directed,Copilot stores interaction records.,compliance;AI,,,Copilot
app_copilot_studio,feat_studio_actions,HAS_COMPONENT,directed,Copilot Studio includes Actions.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_analytics,HAS_COMPONENT,directed,Copilot Studio includes agent analytics.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_authentication,HAS_COMPONENT,directed,Copilot Studio includes authentication config.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_channels,HAS_COMPONENT,directed,Copilot Studio includes publishing channels.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_dlp,HAS_COMPONENT,directed,Copilot Studio includes DLP controls.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_generative_ai,HAS_COMPONENT,directed,Copilot Studio includes Generative Answers.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_knowledge,HAS_COMPONENT,directed,Copilot Studio includes Knowledge Sources.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_orchestrator,HAS_COMPONENT,directed,Copilot Studio orchestrator routes prompts.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_plugins,HAS_COMPONENT,directed,Copilot Studio includes plugins and connectors.,Copilot;Agents,,,Copilot
app_copilot_studio,feat_studio_topics,HAS_COMPONENT,directed,Copilot Studio includes Topics.,Copilot;Agents,,,Copilot
app_custom_engine_agent,feat_agent_grounding,HAS_COMPONENT,directed,Custom engine agents use custom grounding.,Copilot;Agents,,,Copilot
app_declarative_agent,feat_agent_grounding,HAS_COMPONENT,directed,Declarative agents use grounding for responses.,Copilot;Agents,,,Copilot
app_declarative_agent,feat_agent_guardrails,HAS_COMPONENT,directed,Declarative agents have safety guardrails.,Copilot;Agents,,,Copilot
app_declarative_agent,feat_agent_handoff,HAS_COMPONENT,directed,Declarative agents can hand off to humans.,Copilot;Agents,,,Copilot
app_declarative_agent,feat_agent_memory,HAS_COMPONENT,directed,Declarative agents maintain conversation memory.,Copilot;Agents,,,Copilot
app_forms,feat_forms_responses,HAS_COMPONENT,directed,Forms stores templates and responses.,data,,,Forms
app_loop,feat_loop_components,HAS_COMPONENT,directed,Loop app includes components.,Loop,,,Loop
app_loop,feat_loop_pages,HAS_COMPONENT,directed,Loop app includes pages.,Loop,,,Loop
app_loop,feat_loop_workspace,HAS_COMPONENT,directed,Loop app includes workspaces.,Loop,,,Loop
app_onedrive,feat_od_file_requests,HAS_COMPONENT,directed,OneDrive includes file requests.,OneDrive,,,OneDrive
app_onedrive,feat_od_known_folder_move,HAS_COMPONENT,directed,OneDrive includes Known Folder Move.,OneDrive,,,OneDrive
app_onedrive,feat_od_offline_files,HAS_COMPONENT,directed,OneDrive includes offline files.,OneDrive,,,OneDrive
app_onedrive,feat_od_personal_vault,HAS_COMPONENT,directed,OneDrive includes Personal Vault.,OneDrive,,,OneDrive
app_onedrive,feat_od_sharing,HAS_COMPONENT,directed,OneDrive includes sharing capabilities.,OneDrive,,,OneDrive
app_onedrive,feat_od_shortcut,HAS_COMPONENT,directed,OneDrive includes shortcuts.,OneDrive,,,OneDrive
app_onedrive,feat_od_sync,HAS_COMPONENT,directed,OneDrive includes sync client.,OneDrive,,,OneDrive
app_outlook,feat_exo_focused_inbox,HAS_COMPONENT,directed,Outlook includes focused inbox.,Exchange_Online,,,Exchange
app_outlook,feat_exo_room_finder,HAS_COMPONENT,directed,Outlook includes room finder.,Exchange_Online,,,Exchange
app_planner,feat_planner_tasks,HAS_COMPONENT,directed,Planner manages task metadata.,tasks,,,Planner
app_sharepoint,feat_sp_content_types,HAS_COMPONENT,directed,SharePoint includes content types.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_document_library,HAS_COMPONENT,directed,SharePoint includes document libraries.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_file_requests,HAS_COMPONENT,directed,SharePoint includes file requests.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_hub_site,HAS_COMPONENT,directed,SharePoint includes hub sites.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_info_barriers,HAS_COMPONENT,directed,SharePoint includes information barriers.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_lists,HAS_COMPONENT,directed,SharePoint includes lists.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_pages,HAS_COMPONENT,directed,SharePoint includes pages.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_recycle_bin,HAS_COMPONENT,directed,SharePoint includes recycle bin.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_restricted_access,HAS_COMPONENT,directed,SharePoint includes restricted access control.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_search,HAS_COMPONENT,directed,SharePoint includes search.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_site_lifecycle,HAS_COMPONENT,directed,SharePoint includes site lifecycle policies.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_spfx,HAS_COMPONENT,directed,SharePoint includes SPFx development.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_syntex,HAS_COMPONENT,directed,SharePoint includes Syntex/Premium.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_term_store,HAS_COMPONENT,directed,SharePoint includes term store.,SharePoint_Online,,,SharePoint
app_sharepoint,feat_sp_versioning,HAS_COMPONENT,directed,SharePoint includes versioning.,SharePoint_Online,,,SharePoint
app_sway,feat_sway_content,HAS_COMPONENT,directed,Sway generates presentation content.,content,,,Sway
app_teams,feat_meeting_recordings,HAS_COMPONENT,directed,Teams includes meeting recordings.,Teams,,,Teams
app_teams,feat_meeting_transcriptions,HAS_COMPONENT,directed,Teams includes meeting transcriptions.,Teams,,,Teams
app_teams,feat_teams_breakout_rooms,HAS_COMPONENT,directed,Teams includes breakout rooms.,Teams,,,Teams
app_teams,feat_teams_call_history,HAS_COMPONENT,directed,Teams includes call history.,Teams,,,Teams
app_teams,feat_teams_cdr,HAS_COMPONENT,directed,Teams calling produces Call Detail Records.,compliance,,,Teams
app_teams,feat_teams_channels,HAS_COMPONENT,directed,Teams includes channels.,Teams,,,Teams
app_teams,feat_teams_chat,HAS_COMPONENT,directed,Teams includes chat functionality.,Teams,,,Teams
app_teams,feat_teams_intelligent_recap,HAS_COMPONENT,directed,Teams includes Intelligent Recap.,Teams,,,Teams
app_teams,feat_teams_live_events,HAS_COMPONENT,directed,Teams includes live events (legacy).,Teams,,,Teams
app_teams,feat_teams_meeting_chat_compliance,HAS_COMPONENT,directed,Teams meetings have chat compliance copies.,compliance,,,Teams
app_teams,feat_teams_meeting_notes,HAS_COMPONENT,directed,Teams meetings include meeting notes.,collaboration,,,Teams
app_teams,feat_teams_meeting_polls,HAS_COMPONENT,directed,Teams meetings include polls.,collaboration,,,Teams
app_teams,feat_teams_meeting_whiteboard,HAS_COMPONENT,directed,Teams meetings include whiteboard.,collaboration,,,Teams
app_teams,feat_teams_notes,HAS_COMPONENT,directed,Teams includes collaborative meeting notes.,Teams,,,Teams
app_teams,feat_teams_together_mode,HAS_COMPONENT,directed,Teams includes Together Mode.,Teams,,,Teams
app_teams,feat_teams_town_hall,HAS_COMPONENT,directed,Teams includes town hall capability.,Teams,,,Teams
app_teams,feat_teams_voicemail,HAS_COMPONENT,directed,Teams includes voicemail.,Teams,,,Teams
app_teams,feat_teams_webinar,HAS_COMPONENT,directed,Teams includes webinar capability.,Teams,,,Teams
app_teams_phone,feat_teams_queues,HAS_COMPONENT,directed,Teams Phone includes queues app.,Teams,,,Teams
app_whiteboard,feat_whiteboard_files,HAS_COMPONENT,directed,Whiteboard creates drawing files.,collaboration,,,Whiteboard
feat_teams_channels,feat_teams_channel_compliance,HAS_COMPONENT,directed,Channels have compliance copies.,compliance,,,Teams
feat_teams_channels,feat_teams_channel_email,HAS_COMPONENT,directed,Channels can receive forwarded emails.,collaboration,,,Teams
feat_teams_channels,feat_teams_channel_onenote,HAS_COMPONENT,directed,Channels have a default OneNote notebook.,collaboration,,,Teams
feat_teams_channels,feat_teams_channel_planner,HAS_COMPONENT,directed,Channels can have Planner task attachments.,collaboration,,,Teams
feat_teams_channels,feat_teams_private_channel_compliance,HAS_COMPONENT,directed,Private channels have compliance copies.,compliance,,,Teams
feat_teams_chat,feat_loop_in_teams_chat,HAS_COMPONENT,directed,Teams chat can contain Loop components.,collaboration,,,Teams
feat_teams_chat,feat_teams_chat_compliance,HAS_COMPONENT,directed,Chat has compliance copies.,compliance,,,Teams
store_exchange,feat_exo_auto_expanding_archive,HAS_COMPONENT,directed,Exchange includes auto-expanding archive.,Exchange_Online,,,Exchange
store_exchange,feat_exo_in_place_hold,HAS_COMPONENT,directed,Exchange includes in-place hold.,Exchange_Online,,,Exchange
store_exchange,feat_exo_litigation_hold,HAS_COMPONENT,directed,Exchange includes litigation hold.,Exchange_Online,,,Exchange
store_exchange,feat_exo_shared_mailbox,HAS_COMPONENT,directed,Exchange includes shared mailboxes.,Exchange_Online,,,Exchange
app_excel,copilot_excel,HAS_COPILOT,directed,Excel has Copilot integration.,Copilot,,,Copilot
app_forms,copilot_forms,HAS_COPILOT,directed,Forms has Copilot integration.,Copilot,,,Copilot
app_loop,copilot_loop,HAS_COPILOT,directed,Loop has Copilot integration.,Copilot,,,Copilot
app_onenote,copilot_onenote,HAS_COPILOT,directed,OneNote has Copilot integration.,Copilot,,,Copilot
app_outlook,copilot_outlook,HAS_COPILOT,directed,Outlook has Copilot integration.,Copilot,,,Copilot
app_planner,copilot_planner,HAS_COPILOT,directed,Planner has Copilot integration.,Copilot,,,Copilot
app_power_apps,copilot_power_apps,HAS_COPILOT,directed,Power Apps has Copilot integration.,Copilot,,,Copilot
app_power_automate,copilot_power_automate,HAS_COPILOT,directed,Power Automate has Copilot integration.,Copilot,,,Copilot
app_power_bi,copilot_power_bi,HAS_COPILOT,directed,Power BI has Copilot integration.,Copilot,,,Copilot
app_powerpoint,copilot_powerpoint,HAS_COPILOT,directed,PowerPoint has Copilot integration.,Copilot,,,Copilot
app_sharepoint,copilot_sharepoint,HAS_COPILOT,directed,SharePoint has Copilot integration.,Copilot,,,Copilot
app_stream,copilot_stream,HAS_COPILOT,directed,Stream has Copilot integration.,Copilot,,,Copilot
app_teams,copilot_teams,HAS_COPILOT,directed,Teams has Copilot integration.,Copilot,,,Copilot
app_viva_engage,copilot_viva_engage,HAS_COPILOT,directed,Viva Engage has Copilot integration.,Copilot,,,Copilot
app_whiteboard,copilot_whiteboard,HAS_COPILOT,directed,Whiteboard has Copilot integration.,Copilot,,,Copilot
app_word,copilot_word,HAS_COPILOT,directed,Word has Copilot integration.,Copilot,,,Copilot
feat_channel_general,feat_channel_files_general,HAS_FILES,directed,General channel has files.,Teams,,,Teams
feat_channel_private,feat_channel_files_private,HAS_FILES,directed,Private channel has files.,Teams,,,Teams
feat_channel_shared,feat_channel_files_shared,HAS_FILES,directed,Shared channel has files.,Teams,,,Teams
app_approvals,app_teams,INTEGRATES_WITH,directed,Approvals integrates with Teams.,Teams,,,Teams
app_bookings,app_teams,INTEGRATES_WITH,directed,Bookings integrates with Teams for virtual appointments.,Microsoft 365;Teams,,,Microsoft 365
app_copilot,tech_copilot_plugins,INTEGRATES_WITH,directed,Copilot extends via plugins.,Copilot,,,Copilot
app_defender_identity,app_entra_id,INTEGRATES_WITH,directed,Defender for Identity integrates with Entra ID.,Security;Identity,,,Security
app_employee_self_service_agent,app_teams,INTEGRATES_WITH,directed,Self-service agent surfaces in Teams.,Copilot;Agents;Teams,,,Copilot
app_forms,app_teams,INTEGRATES_WITH,directed,Forms integrates with Teams.,Microsoft 365;Teams,,,Microsoft 365
app_knowledge_agent,app_sharepoint,INTEGRATES_WITH,directed,Knowledge Agent grounded by SharePoint content.,Copilot;Agents,,,Copilot
app_lists,app_sharepoint,INTEGRATES_WITH,directed,Lists is built on SharePoint.,Microsoft 365,,,Microsoft 365
app_microsoft_search,app_teams,INTEGRATES_WITH,directed,Microsoft Search indexes Teams messages.,Search,,,Search
app_microsoft_search,store_exchange,INTEGRATES_WITH,directed,Microsoft Search indexes Exchange content.,Search,,,Search
app_microsoft_search,store_onedrive,INTEGRATES_WITH,directed,Microsoft Search indexes OneDrive content.,Search,,,Search
app_microsoft_search,store_sharepoint,INTEGRATES_WITH,directed,Microsoft Search indexes SharePoint content.,Search,,,Search
app_microsoft_search,tech_graph_connectors,INTEGRATES_WITH,directed,Microsoft Search uses Graph Connectors for external data.,Search,,,Search
app_planner,app_teams,INTEGRATES_WITH,directed,Planner integrates with Teams as a tab.,Microsoft 365;Teams,,,Microsoft 365
app_power_automate,app_teams,INTEGRATES_WITH,directed,Power Automate integrates with Teams.,Power_Platform;Teams,,,Power Platform
app_power_automate,store_exchange,INTEGRATES_WITH,directed,Power Automate integrates with Exchange.,Power_Platform;Exchange_Online,,,Power Platform
app_power_automate,store_sharepoint,INTEGRATES_WITH,directed,Power Automate integrates with SharePoint.,Power_Platform;SharePoint_Online,,,Power Platform
app_power_bi,store_sharepoint,INTEGRATES_WITH,directed,Power BI reports can be embedded in SharePoint.,Power_Platform;SharePoint_Online,,,Power Platform
app_sharepoint_agent,app_sharepoint,INTEGRATES_WITH,directed,SharePoint Agent integrates with SharePoint sites.,Copilot;Agents;SharePoint_Online,,,Copilot
app_shifts,app_teams,INTEGRATES_WITH,directed,Shifts integrates with Teams.,Teams;Frontline,,,Teams
app_stream,app_sharepoint,INTEGRATES_WITH,directed,Stream is built on SharePoint storage.,Microsoft 365,,,Microsoft 365
app_tasks,app_planner,INTEGRATES_WITH,directed,Tasks pulls from Planner.,Microsoft 365,,,Microsoft 365
app_tasks,app_teams,INTEGRATES_WITH,directed,Tasks integrates with Teams.,Microsoft 365;Teams,,,Microsoft 365
app_tasks,app_todo,INTEGRATES_WITH,directed,Tasks pulls from To Do.,Microsoft 365,,,Microsoft 365
app_teams_agent,app_teams,INTEGRATES_WITH,directed,Teams Agent surfaces in Teams as bot/extension.,Copilot;Agents;Teams,,,Copilot
app_teams_phone,app_teams,INTEGRATES_WITH,directed,Teams Phone integrates with Teams.,Teams;Voice,,,Teams
app_teams_rooms,app_teams,INTEGRATES_WITH,directed,Teams Rooms integrates with Teams.,Teams;Meetings,,,Teams
app_viva_connections,app_sharepoint,INTEGRATES_WITH,directed,Viva Connections built on SharePoint.,Viva;SharePoint_Online,,,Viva
app_viva_connections,app_teams,INTEGRATES_WITH,directed,Viva Connections surfaces in Teams.,Viva;Teams,,,Viva
app_viva_engage,app_teams,INTEGRATES_WITH,directed,Viva Engage surfaces in Teams.,Viva;Teams,,,Viva
app_viva_learning,app_teams,INTEGRATES_WITH,directed,Viva Learning surfaces in Teams.,Viva;Teams,,,Viva
feat_loop_in_onenote,app_onenote,INTEGRATES_WITH,directed,Loop component integrates with OneNote.,Loop,,,Loop
feat_loop_in_outlook,app_outlook,INTEGRATES_WITH,directed,Loop component integrates with Outlook.,Loop,,,Loop
feat_loop_in_teams_chat,app_teams,INTEGRATES_WITH,directed,Loop component integrates with Teams chat.,Loop;Teams,,,Loop
feat_loop_in_teams_meeting,app_teams,INTEGRATES_WITH,directed,Loop component integrates with Teams meetings.,Loop;Teams,,,Loop
feat_loop_in_whiteboard,app_whiteboard,INTEGRATES_WITH,directed,Loop component integrates with Whiteboard.,Loop,,,Loop
feat_studio_actions,app_power_automate,INTEGRATES_WITH,directed,Studio Actions can trigger Power Automate flows.,Copilot;Agents;Power_Platform,,,Copilot
feat_studio_channels,app_copilot_app,INTEGRATES_WITH,directed,Agents surface in Microsoft 365 Copilot app.,Copilot;Agents,,,Copilot
feat_studio_channels,app_teams,INTEGRATES_WITH,directed,Agents can be published to Teams.,Copilot;Agents;Teams,,,Copilot
feat_studio_dlp,comp_dlp_policy,INTEGRATES_WITH,directed,Studio DLP enforces org-wide DLP policies on agents.,Copilot;Agents;DLP,,,Compliance
feat_studio_knowledge,store_dataverse,INTEGRATES_WITH,directed,Knowledge Sources can query Dataverse tables.,Copilot;Agents,,,Copilot
feat_studio_knowledge,store_onedrive,INTEGRATES_WITH,directed,Knowledge Sources can index OneDrive content.,Copilot;Agents,,,Copilot
feat_studio_knowledge,store_sharepoint,INTEGRATES_WITH,directed,Knowledge Sources can index SharePoint content.,Copilot;Agents,,,Copilot
feat_studio_knowledge,tech_graph_connectors,INTEGRATES_WITH,directed,Knowledge Sources can use Graph Connectors for external data.,Copilot;Agents,,,Copilot
tech_graph,app_teams,INTEGRATES_WITH,directed,Microsoft Graph accesses Teams data.,Technology,,,Technology
tech_graph,store_exchange,INTEGRATES_WITH,directed,Microsoft Graph accesses Exchange data.,Technology,,,Technology
tech_graph,store_onedrive,INTEGRATES_WITH,directed,Microsoft Graph accesses OneDrive data.,Technology,,,Technology
tech_graph,store_sharepoint,INTEGRATES_WITH,directed,Microsoft Graph accesses SharePoint data.,Technology,,,Technology
comp_adaptive_protection,suite_purview,PART_OF,directed,Adaptive Protection is a Purview feature.,Compliance,,,Compliance
comp_audit_premium,suite_purview,PART_OF,directed,Audit Premium is a Purview feature.,Compliance,,,Compliance
comp_audit_standard,suite_purview,PART_OF,directed,Audit Standard is a Purview feature.,Compliance,,,Compliance
comp_communication_compliance,suite_purview,PART_OF,directed,Communication Compliance is a Purview feature.,Compliance,,,Compliance
comp_compliance_manager,suite_purview,PART_OF,directed,Compliance Manager is a Purview feature.,Compliance,,,Compliance
comp_content_search,suite_purview,PART_OF,directed,Content Search is a Purview feature.,Compliance,,,Compliance
comp_customer_lockbox,suite_purview,PART_OF,directed,Customer Lockbox is a Purview feature.,Compliance,,,Compliance
comp_data_connectors,suite_purview,PART_OF,directed,Data Connectors is a Purview feature.,Compliance,,,Compliance
comp_data_lifecycle,suite_purview,PART_OF,directed,Data Lifecycle Management is a Purview feature.,Compliance,,,Compliance
comp_dlp_policy,suite_purview,PART_OF,directed,DLP Policy is a Purview feature.,Compliance,,,Compliance
comp_ediscovery,suite_purview,PART_OF,directed,eDiscovery is a Purview feature.,Compliance,,,Compliance
comp_ediscovery_premium,suite_purview,PART_OF,directed,eDiscovery Premium is a Purview feature.,Compliance,,,Compliance
comp_exact_data_match,suite_purview,PART_OF,directed,Exact Data Match is a Purview feature.,Compliance,,,Compliance
comp_info_barriers,suite_purview,PART_OF,directed,Information Barriers is a Purview feature.,Compliance,,,Compliance
comp_insider_risk,suite_purview,PART_OF,directed,Insider Risk Management is a Purview feature.,Compliance,,,Compliance
comp_irm,suite_purview,PART_OF,directed,IRM is a Purview feature.,Compliance,,,Compliance
comp_pam,suite_purview,PART_OF,directed,Privileged Access Management is a Purview feature.,Compliance,,,Compliance
comp_records_management,suite_purview,PART_OF,directed,Records Management is a Purview feature.,Compliance,,,Compliance
comp_retention_policy,suite_purview,PART_OF,directed,Retention Policy is a Purview feature.,Compliance,,,Compliance
comp_sensitivity_label,suite_purview,PART_OF,directed,Sensitivity Label is a Purview feature.,Compliance,,,Compliance
comp_sit,suite_purview,PART_OF,directed,Sensitive Information Types is a Purview feature.,Compliance,,,Compliance
comp_trainable_classifiers,suite_purview,PART_OF,directed,Trainable Classifiers is a Purview feature.,Compliance,,,Compliance
svc_compliance,suite_purview,PART_OF,directed,Compliance Service is part of Purview.,Compliance,,,Compliance
svc_graph_api,tech_graph,PART_OF,directed,Graph API is the interface to Microsoft Graph.,Technology,,,Technology
tech_graph_connectors,tech_graph,PART_OF,directed,Graph Connectors extend Microsoft Graph.,Technology,,,Technology
tech_substrate_sdf,svc_substrate,PART_OF,directed,Substrate Data Fabric is part of Substrate.,Technology,,,Technology
app_access,suite_m365,PART_OF_SUITE,directed,Access is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_agents_m365,suite_copilot,PART_OF_SUITE,directed,Agents in M365 are part of the Copilot suite.,Copilot,,,Copilot
app_autonomous_agent,suite_copilot,PART_OF_SUITE,directed,Autonomous Agent is part of the Copilot suite.,Copilot;Agents,,,Copilot
app_bookings,suite_m365,PART_OF_SUITE,directed,Bookings is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
