From,To,Label,Direction,Description,Tags,File_Path,File_Extension,Domain
app_clipchamp,suite_m365,PART_OF_SUITE,directed,Clipchamp is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_copilot,suite_copilot,PART_OF_SUITE,directed,M365 Copilot is part of the Copilot suite.,Copilot,,,Copilot
app_copilot_app,suite_copilot,PART_OF_SUITE,directed,Copilot app is part of the Copilot suite.,Copilot,,,Copilot
app_copilot_chat,suite_copilot,PART_OF_SUITE,directed,Copilot Chat is part of the Copilot suite.,Copilot,,,Copilot
app_copilot_lite_agents,suite_copilot,PART_OF_SUITE,directed,Lite Agents are part of the Copilot suite.,Copilot,,,Copilot
app_copilot_notebooks,suite_copilot,PART_OF_SUITE,directed,Copilot Notebooks is part of the Copilot suite.,Copilot,,,Copilot
app_copilot_pages,suite_copilot,PART_OF_SUITE,directed,Copilot Pages is part of the Copilot suite.,Copilot,,,Copilot
app_copilot_search,suite_copilot,PART_OF_SUITE,directed,Copilot Search is part of the Copilot suite.,Copilot,,,Copilot
app_copilot_studio,suite_copilot,PART_OF_SUITE,directed,Copilot Studio is part of the Copilot suite.,Copilot,,,Copilot
app_copilot_studio,suite_power_platform,PART_OF_SUITE,directed,Copilot Studio is also part of Power Platform.,Power_Platform,,,Power Platform
app_custom_engine_agent,suite_copilot,PART_OF_SUITE,directed,Custom Engine Agent is part of the Copilot suite.,Copilot;Agents,,,Copilot
app_declarative_agent,suite_copilot,PART_OF_SUITE,directed,Declarative Agent is part of the Copilot suite.,Copilot;Agents,,,Copilot
app_defender_cloud_apps,suite_defender,PART_OF_SUITE,directed,Defender for Cloud Apps is part of Defender suite.,Security,,,Security
app_defender_endpoint,suite_defender,PART_OF_SUITE,directed,Defender for Endpoint is part of Defender suite.,Security,,,Security
app_defender_identity,suite_defender,PART_OF_SUITE,directed,Defender for Identity is part of Defender suite.,Security,,,Security
app_delve,suite_m365,PART_OF_SUITE,directed,Delve is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_designer,suite_m365,PART_OF_SUITE,directed,Designer is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_employee_self_service_agent,suite_copilot,PART_OF_SUITE,directed,Employee Self-Service Agent is part of the Copilot suite.,Copilot;Agents,,,Copilot
app_entra_id,suite_m365,PART_OF_SUITE,directed,Entra ID is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_excel,suite_m365,PART_OF_SUITE,directed,Excel is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_forms,suite_m365,PART_OF_SUITE,directed,Forms is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_knowledge_agent,suite_copilot,PART_OF_SUITE,directed,Knowledge Agent is part of the Copilot suite.,Copilot,,,Copilot
app_lists,suite_m365,PART_OF_SUITE,directed,Lists is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_loop,suite_m365,PART_OF_SUITE,directed,Loop is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_m365_groups,suite_m365,PART_OF_SUITE,directed,Microsoft 365 Groups is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_microsoft_search,suite_m365,PART_OF_SUITE,directed,Microsoft Search is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_onedrive,suite_m365,PART_OF_SUITE,directed,OneDrive is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_onenote,suite_m365,PART_OF_SUITE,directed,OneNote is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_outlook,suite_m365,PART_OF_SUITE,directed,Outlook is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_people,suite_m365,PART_OF_SUITE,directed,People is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_places,suite_m365,PART_OF_SUITE,directed,Places is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_planner,suite_m365,PART_OF_SUITE,directed,Planner is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_power_apps,suite_power_platform,PART_OF_SUITE,directed,Power Apps is part of Power Platform.,Power_Platform,,,Power Platform
app_power_automate,suite_power_platform,PART_OF_SUITE,directed,Power Automate is part of Power Platform.,Power_Platform,,,Power Platform
app_power_bi,suite_power_platform,PART_OF_SUITE,directed,Power BI is part of Power Platform.,Power_Platform,,,Power Platform
app_power_pages,suite_power_platform,PART_OF_SUITE,directed,Power Pages is part of Power Platform.,Power_Platform,,,Power Platform
app_powerpoint,suite_m365,PART_OF_SUITE,directed,PowerPoint is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_project,suite_m365,PART_OF_SUITE,directed,Project for the web is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_sharepoint,suite_m365,PART_OF_SUITE,directed,SharePoint is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_sharepoint_agent,suite_copilot,PART_OF_SUITE,directed,SharePoint Agent is part of the Copilot suite.,Copilot;Agents,,,Copilot
app_stream,suite_m365,PART_OF_SUITE,directed,Stream is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_sway,suite_m365,PART_OF_SUITE,directed,Sway is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_teams,suite_m365,PART_OF_SUITE,directed,Teams is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_teams_agent,suite_copilot,PART_OF_SUITE,directed,Teams Agent is part of the Copilot suite.,Copilot;Agents,,,Copilot
app_teams_premium,suite_m365,PART_OF_SUITE,directed,Teams Premium is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_todo,suite_m365,PART_OF_SUITE,directed,To Do is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_viva_amplify,suite_viva,PART_OF_SUITE,directed,Viva Amplify is part of Microsoft Viva.,Viva,,,Viva
app_viva_connections,suite_viva,PART_OF_SUITE,directed,Viva Connections is part of Microsoft Viva.,Viva,,,Viva
app_viva_engage,suite_viva,PART_OF_SUITE,directed,Viva Engage is part of Microsoft Viva.,Viva,,,Viva
app_viva_glint,suite_viva,PART_OF_SUITE,directed,Viva Glint is part of Microsoft Viva.,Viva,,,Viva
app_viva_goals,suite_viva,PART_OF_SUITE,directed,Viva Goals is part of Microsoft Viva.,Viva,,,Viva
app_viva_insights,suite_viva,PART_OF_SUITE,directed,Viva Insights is part of Microsoft Viva.,Viva,,,Viva
app_viva_learning,suite_viva,PART_OF_SUITE,directed,Viva Learning is part of Microsoft Viva.,Viva,,,Viva
app_viva_pulse,suite_viva,PART_OF_SUITE,directed,Viva Pulse is part of Microsoft Viva.,Viva,,,Viva
app_whiteboard,suite_m365,PART_OF_SUITE,directed,Whiteboard is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_word,suite_m365,PART_OF_SUITE,directed,Word is part of Microsoft 365.,Microsoft 365,,,Microsoft 365
app_copilot,tech_azure_openai,POWERED_BY,directed,Copilot powered by Azure OpenAI Service.,Copilot;AI,,,Copilot
app_copilot,tech_graph,POWERED_BY,directed,Copilot powered by Microsoft Graph.,Copilot,,,Copilot
app_copilot_studio,tech_azure_openai,POWERED_BY,directed,Copilot Studio uses Azure OpenAI for generative answers.,Copilot;AI,,,Copilot
app_copilot_studio,tech_copilot_plugins,POWERED_BY,directed,Copilot Studio builds plugins/agents.,Copilot,,,Copilot
feat_loop_components,tech_fluid,POWERED_BY,directed,Loop Components powered by Fluid Framework.,Loop,,,Loop
feat_sp_spfx,tech_spfx,POWERED_BY,directed,SPFx feature powered by SharePoint Framework tech.,Technology,,,Technology
feat_sp_syntex,tech_graph,POWERED_BY,directed,SharePoint Premium uses Graph for AI processing.,Technology,,,Technology
feat_studio_orchestrator,tech_graph,POWERED_BY,directed,Orchestrator uses Microsoft Graph for data access.,Copilot;AI,,,Copilot
feat_studio_plugins,tech_copilot_plugins,POWERED_BY,directed,Studio plugins built on Copilot plugin framework.,Copilot;Agents,,,Copilot
feat_teams_notes,tech_fluid,POWERED_BY,directed,Teams Notes powered by Fluid Framework.,Technology,,,Technology
store_spe_shared,tech_spe,POWERED_BY,directed,Shared SPE containers powered by SharePoint Embedded tech.,Technology,,,Technology
store_spe_user,tech_spe,POWERED_BY,directed,User SPE containers powered by SharePoint Embedded tech.,Technology,,,Technology
tech_azure_openai,tech_rag,POWERED_BY,directed,Azure OpenAI uses RAG pattern for grounding.,AI,,,Technology
app_defender_cloud_apps,app_teams,PROTECTED_BY,directed,Defender for Cloud Apps protects Teams.,Security,,,Security
app_defender_cloud_apps,store_exchange,PROTECTED_BY,directed,Defender for Cloud Apps protects Exchange.,Security,,,Security
app_defender_cloud_apps,store_onedrive,PROTECTED_BY,directed,Defender for Cloud Apps protects OneDrive.,Security,,,Security
app_defender_cloud_apps,store_sharepoint,PROTECTED_BY,directed,Defender for Cloud Apps protects SharePoint.,Security,,,Security
app_autonomous_agent,app_copilot_studio,PROVISIONED_BY,directed,Autonomous agents built in Copilot Studio.,Copilot;Agents,,,Copilot
app_custom_engine_agent,app_copilot_studio,PROVISIONED_BY,directed,Custom engine agents built in Copilot Studio.,Copilot;Agents,,,Copilot
app_declarative_agent,app_copilot_studio,PROVISIONED_BY,directed,Declarative agents built in Copilot Studio.,Copilot;Agents,,,Copilot
app_employee_self_service_agent,app_copilot_studio,PROVISIONED_BY,directed,Self-service agents prebuilt by Microsoft via Studio.,Copilot;Agents,,,Copilot
app_sharepoint_agent,app_copilot_studio,PROVISIONED_BY,directed,SharePoint agents built via Copilot Studio or SharePoint UI.,Copilot;Agents,,,Copilot
app_teams_agent,app_copilot_studio,PROVISIONED_BY,directed,Teams agents built in Copilot Studio.,Copilot;Agents,,,Copilot
feat_loop_workspace,tech_spe,PROVISIONED_BY,directed,Loop Workspace provisioned by SharePoint Embedded.,Loop,,,Loop
store_exchange,geo_eu,RESIDES_IN_GEO,directed,Exchange data can reside in EU.,Multi_Geo,,,Data Residency
store_exchange,geo_us,RESIDES_IN_GEO,directed,Exchange data can reside in US.,Multi_Geo,,,Data Residency
store_onedrive,geo_eu,RESIDES_IN_GEO,directed,OneDrive data can reside in EU.,Multi_Geo,,,Data Residency
store_onedrive,geo_us,RESIDES_IN_GEO,directed,OneDrive data can reside in US.,Multi_Geo,,,Data Residency
store_sharepoint,geo_eu,RESIDES_IN_GEO,directed,SharePoint data can reside in EU.,Multi_Geo,,,Data Residency
store_sharepoint,geo_us,RESIDES_IN_GEO,directed,SharePoint data can reside in US.,Multi_Geo,,,Data Residency
store_teams_service,geo_eu,RESIDES_IN_GEO,directed,Teams data can reside in EU.,Multi_Geo,,,Data Residency
store_teams_service,geo_us,RESIDES_IN_GEO,directed,Teams data can reside in US.,Multi_Geo,,,Data Residency
store_onedrive,store_sharepoint,SHARES_BACKEND,directed,OneDrive is built on SharePoint Online.,Infrastructure,,,Infrastructure
feat_loop_components,store_onedrive,STORED_IN,directed,Standalone Loop components stored in OneDrive.,Loop,OneDrive/Root,.loop;.fluid,Loop
feat_loop_in_onenote,store_onedrive,STORED_IN,directed,Loop in OneNote stored in OneDrive.,Loop,OneDrive/OneNote Loop Files,.loop;.fluid,Loop
feat_loop_in_outlook,store_onedrive,STORED_IN,directed,Loop in Outlook stored in OneDrive.,Loop,OneDrive/Attachments,.loop;.fluid,Loop
feat_loop_in_teams_chat,store_onedrive,STORED_IN,directed,Loop in Teams chat stored in OneDrive.,Loop,OneDrive/Microsoft Teams Chat Files,.loop;.fluid,Loop
feat_loop_in_teams_meeting,store_onedrive,STORED_IN,directed,Loop in Teams meeting stored in OneDrive.,Loop,OneDrive/Meetings,.loop;.fluid,Loop
feat_loop_in_whiteboard,store_onedrive,STORED_IN,directed,Loop in Whiteboard stored in OneDrive.,Loop,OneDrive/Whiteboard/Components,.loop;.fluid,Loop
app_outlook,id_m365_group,USES_OBJECT,directed,Outlook Groups use M365 Group.,Identity,,,Identity
app_planner,id_m365_group,USES_OBJECT,directed,Planner uses M365 Group.,Identity,,,Identity
app_sharepoint,id_m365_group,USES_OBJECT,directed,SharePoint team sites use M365 Group.,Identity,,,Identity
app_teams,id_m365_group,USES_OBJECT,directed,Teams uses M365 Group for membership.,Identity,,,Identity
app_viva_engage,id_m365_group,USES_OBJECT,directed,Viva Engage communities use M365 Group.,Identity,,,Identity
# ============================================================
# CONTAINERS, FOLDERS, SCENARIOS, DATA TYPES, FEATURES, SERVICES, LIMITS
# ============================================================
container_user_mailbox,store_exchange,STORED_IN,directed,User mailbox container hosted in Exchange Online.,Exchange,,,Exchange
container_group_mailbox,store_exchange,STORED_IN,directed,Group mailbox container hosted in Exchange Online.,Exchange,,,Exchange
container_doc_library,store_sharepoint,STORED_IN,directed,Document library container hosted in SharePoint.,SharePoint,,,SharePoint
container_onedrive_library,store_onedrive,STORED_IN,directed,OneDrive library container hosted in OneDrive.,OneDrive,,,OneDrive
container_user_mailbox,id_user_account,BOUND_TO_IDENTITY,directed,User mailbox bound to user account.,Identity,,,Identity
container_group_mailbox,id_m365_group,BOUND_TO_IDENTITY,directed,Group mailbox bound to M365 Group.,Identity,,,Identity
container_doc_library,id_m365_group,BOUND_TO_IDENTITY,directed,Document library bound to M365 Group.,Identity,,,Identity
container_onedrive_library,id_user_account,BOUND_TO_IDENTITY,directed,OneDrive library bound to user account.,Identity,,,Identity
folder_teams_chat_files,container_onedrive_library,STORED_IN,directed,Teams Chat Files folder in OneDrive library.,Teams;OneDrive,OneDrive/Microsoft Teams Chat Files,,Teams
folder_channel_general,container_doc_library,STORED_IN,directed,General channel folder in SharePoint document library.,Teams;SharePoint,/sites/TeamSite/Shared Documents/General,,Teams
folder_recordings,container_onedrive_library,STORED_IN,directed,Recordings folder in OneDrive for private meetings.,Meetings,OneDrive/Recordings,,Teams
folder_recordings,container_doc_library,STORED_IN,directed,Recordings folder in SharePoint for channel meetings.,Meetings,/sites/TeamSite/Shared Documents/Recordings,,Teams
app_teams,folder_teams_chat_files,HAS_FILES,directed,Teams chat files go to this OneDrive folder.,Teams,,,Teams
app_teams,folder_channel_general,HAS_FILES,directed,Teams General channel files go to this folder.,Teams,,,Teams
app_teams,folder_recordings,HAS_FILES,directed,Teams meeting recordings go to this folder.,Teams,,,Teams
scenario_teams_chat,app_teams,ASSOCIATED_WITH,directed,Teams Chat scenario uses Teams.,Teams,,,Teams
scenario_teams_channel_standard,app_teams,ASSOCIATED_WITH,directed,Standard Channel scenario uses Teams.,Teams,,,Teams
scenario_teams_channel_private,app_teams,ASSOCIATED_WITH,directed,Private Channel scenario uses Teams.,Teams,,,Teams
scenario_teams_channel_shared,app_teams,ASSOCIATED_WITH,directed,Shared Channel scenario uses Teams.,Teams,,,Teams
scenario_teams_meeting_private,app_teams,ASSOCIATED_WITH,directed,Private Meeting scenario uses Teams.,Teams,,,Teams
scenario_teams_meeting_channel,app_teams,ASSOCIATED_WITH,directed,Channel Meeting scenario uses Teams.,Teams,,,Teams
scenario_outlook_mail,app_outlook,ASSOCIATED_WITH,directed,Mail scenario uses Outlook.,Outlook,,,Exchange
scenario_outlook_calendar,app_outlook,ASSOCIATED_WITH,directed,Calendar scenario uses Outlook.,Outlook,,,Exchange
scenario_loop_component_teams,app_loop,ASSOCIATED_WITH,directed,Loop in Teams scenario uses Loop.,Loop;Teams,,,Loop
scenario_loop_component_teams,app_teams,ASSOCIATED_WITH,directed,Loop in Teams scenario uses Teams.,Loop;Teams,,,Loop
scenario_forms_survey,app_forms,ASSOCIATED_WITH,directed,Forms Survey scenario uses Forms.,Forms,,,Microsoft 365
scenario_planner_task,app_planner,ASSOCIATED_WITH,directed,Planner Task scenario uses Planner.,Planner,,,Microsoft 365
scenario_copilot_interaction,app_copilot,ASSOCIATED_WITH,directed,Copilot Interaction scenario uses M365 Copilot.,Copilot,,,Copilot
scenario_teams_chat,store_teams_service,DATA_STORED_IN,directed,Chat messages stored in Teams Service.,Teams,,,Teams
scenario_teams_chat,store_onedrive,DATA_STORED_IN,directed,Chat files stored in OneDrive.,Teams,OneDrive/Microsoft Teams Chat Files,,Teams
scenario_teams_chat,container_user_mailbox,HAS_COMPLIANCE_COPY,directed,Chat compliance copies in user mailbox.,Teams;Compliance,,,Teams
scenario_teams_channel_standard,store_sharepoint,DATA_STORED_IN,directed,Standard channel files in SharePoint.,Teams,,,Teams
scenario_teams_channel_standard,container_group_mailbox,HAS_COMPLIANCE_COPY,directed,Channel compliance copies in group mailbox.,Teams;Compliance,,,Teams
scenario_teams_meeting_private,store_onedrive,DATA_STORED_IN,directed,Private meeting recordings in OneDrive.,Teams;Meetings,OneDrive/Recordings,.mp4,Teams
scenario_teams_meeting_channel,store_sharepoint,DATA_STORED_IN,directed,Channel meeting recordings in SharePoint.,Teams;Meetings,/sites/TeamSite/Shared Documents/Recordings,.mp4,Teams
scenario_outlook_mail,store_exchange,DATA_STORED_IN,directed,Email stored in Exchange.,Outlook,,,Exchange
scenario_outlook_calendar,store_exchange,DATA_STORED_IN,directed,Calendar items stored in Exchange.,Outlook,,,Exchange
scenario_loop_component_teams,store_onedrive,DATA_STORED_IN,directed,Loop components in Teams stored in OneDrive.,Loop,OneDrive/Microsoft Teams Chat Files,.loop;.fluid,Loop
scenario_forms_survey,store_azure_cosmos,DATA_STORED_IN,directed,Form responses stored in Cosmos DB.,Forms,,,Microsoft 365
scenario_planner_task,store_azure_cosmos,DATA_STORED_IN,directed,Planner tasks stored in Azure infrastructure.,Planner,,,Microsoft 365
scenario_planner_task,store_sharepoint,DATA_STORED_IN,directed,Planner attachments stored in SharePoint.,Planner,,,Microsoft 365
scenario_copilot_interaction,container_user_mailbox,HAS_COMPLIANCE_COPY,directed,Copilot interactions compliance copy in user mailbox.,Copilot;Compliance,,,Copilot
data_channel_file,store_sharepoint,DATA_STORED_IN,directed,Channel files stored in SharePoint.,Teams;Files,,,Teams
data_channel_file,folder_channel_general,STORED_IN,directed,Channel files stored in channel folder.,Teams,,,Teams
data_chat_shared_file,store_onedrive,DATA_STORED_IN,directed,Chat shared files stored in OneDrive.,Teams;Files,OneDrive/Microsoft Teams Chat Files,,Teams
data_chat_shared_file,folder_teams_chat_files,STORED_IN,directed,Chat files stored in Teams Chat Files folder.,Teams,,,Teams
data_meeting_recording_private,store_onedrive,DATA_STORED_IN,directed,Private recording stored in OneDrive.,Meetings,OneDrive/Recordings,.mp4,Teams
data_meeting_recording_private,folder_recordings,STORED_IN,directed,Private recording in Recordings folder.,Meetings,,,Teams
data_meeting_recording_channel,store_sharepoint,DATA_STORED_IN,directed,Channel recording stored in SharePoint.,Meetings,/sites/TeamSite/Shared Documents/Recordings,.mp4,Teams
data_meeting_transcript_private,store_onedrive,DATA_STORED_IN,directed,Private transcript stored in OneDrive.,Meetings,OneDrive/Recordings,.vtt,Teams
data_meeting_transcript_private,folder_recordings,STORED_IN,directed,Private transcript in Recordings folder.,Meetings,,,Teams
data_meeting_transcript_channel,store_sharepoint,DATA_STORED_IN,directed,Channel transcript stored in SharePoint.,Meetings,/sites/TeamSite/Shared Documents/Recordings,.vtt,Teams
data_meeting_chat_message,store_teams_service,DATA_STORED_IN,directed,Meeting chat messages in Teams Service.,Teams;Meetings,,,Teams
data_meeting_chat_message,container_user_mailbox,HAS_COMPLIANCE_COPY,directed,Meeting chat compliance copy in user mailbox.,Teams;Compliance,,,Teams
data_loop_component,store_onedrive,DATA_STORED_IN,directed,Loop components stored in OneDrive.,Loop,,.loop;.fluid,Loop
data_planner_task_attachment,store_sharepoint,DATA_STORED_IN,directed,Planner attachments stored in SharePoint.,Planner,,,Microsoft 365
data_copilot_interaction_record,container_user_mailbox,DATA_STORED_IN,directed,Copilot interaction records in user mailbox.,Copilot;Compliance,,,Copilot
data_accessed_resource,data_copilot_interaction_record,ASSOCIATED_WITH,directed,Accessed resources linked to interaction record.,Copilot,,,Copilot
app_teams,data_channel_file,GENERATES,directed,Teams generates channel files.,Teams,,,Teams
app_teams,data_chat_shared_file,GENERATES,directed,Teams generates chat shared files.,Teams,,,Teams
app_teams,data_meeting_recording_private,GENERATES,directed,Teams generates private recordings.,Teams;Meetings,,,Teams
app_teams,data_meeting_recording_channel,GENERATES,directed,Teams generates channel recordings.,Teams;Meetings,,,Teams
app_teams,data_meeting_transcript_private,GENERATES,directed,Teams generates private transcripts.,Teams;Meetings,,,Teams
app_teams,data_meeting_transcript_channel,GENERATES,directed,Teams generates channel transcripts.,Teams;Meetings,,,Teams
app_teams,data_meeting_chat_message,GENERATES,directed,Teams generates meeting chat messages.,Teams;Meetings,,,Teams
app_loop,data_loop_component,GENERATES,directed,Loop generates components.,Loop,,,Loop
app_planner,data_planner_task_attachment,GENERATES,directed,Planner generates task attachments.,Planner,,,Microsoft 365
app_copilot,data_copilot_interaction_record,GENERATES,directed,Copilot generates interaction records.,Copilot,,,Copilot
app_word,feature_comments,HAS_COMPONENT,directed,Word supports comments.,Collaboration,,,Microsoft 365
app_excel,feature_comments,HAS_COMPONENT,directed,Excel supports comments.,Collaboration,,,Microsoft 365
app_powerpoint,feature_comments,HAS_COMPONENT,directed,PowerPoint supports comments.,Collaboration,,,Microsoft 365
app_loop,feature_comments,HAS_COMPONENT,directed,Loop supports comments.,Collaboration,,,Microsoft 365
app_word,feature_mentions,HAS_COMPONENT,directed,Word supports @mentions.,Collaboration,,,Microsoft 365
app_excel,feature_mentions,HAS_COMPONENT,directed,Excel supports @mentions.,Collaboration,,,Microsoft 365
app_powerpoint,feature_mentions,HAS_COMPONENT,directed,PowerPoint supports @mentions.,Collaboration,,,Microsoft 365
app_loop,feature_mentions,HAS_COMPONENT,directed,Loop supports @mentions.,Collaboration,,,Microsoft 365
app_teams,feature_mentions,HAS_COMPONENT,directed,Teams supports @mentions.,Collaboration,,,Microsoft 365
app_word,feature_real_time_coauthoring,HAS_COMPONENT,directed,Word supports real-time co-authoring.,Collaboration,,,Microsoft 365
app_excel,feature_real_time_coauthoring,HAS_COMPONENT,directed,Excel supports real-time co-authoring.,Collaboration,,,Microsoft 365
app_powerpoint,feature_real_time_coauthoring,HAS_COMPONENT,directed,PowerPoint supports real-time co-authoring.,Collaboration,,,Microsoft 365
app_loop,feature_real_time_coauthoring,HAS_COMPONENT,directed,Loop supports real-time co-authoring.,Collaboration,,,Microsoft 365
app_onenote,feature_real_time_coauthoring,HAS_COMPONENT,directed,OneNote supports real-time co-authoring.,Collaboration,,,Microsoft 365
app_whiteboard,feature_real_time_coauthoring,HAS_COMPONENT,directed,Whiteboard supports real-time co-authoring.,Collaboration,,,Microsoft 365
app_teams,feature_compliance_copy,HAS_COMPONENT,directed,Teams has compliance copy capability.,Compliance,,,Compliance
app_copilot,feature_compliance_copy,HAS_COMPONENT,directed,Copilot has compliance copy capability.,Compliance,,,Compliance
app_viva_engage,feature_compliance_copy,HAS_COMPONENT,directed,Viva Engage has compliance copy capability.,Compliance,,,Compliance
app_teams,feature_audit_logging,HAS_COMPONENT,directed,Teams has audit logging.,Audit,,,Compliance
app_sharepoint,feature_audit_logging,HAS_COMPONENT,directed,SharePoint has audit logging.,Audit,,,Compliance
app_outlook,feature_audit_logging,HAS_COMPONENT,directed,Outlook/Exchange has audit logging.,Audit,,,Compliance
app_copilot,feature_audit_logging,HAS_COMPONENT,directed,Copilot has audit logging.,Audit,,,Compliance
feature_compliance_copy,container_user_mailbox,DATA_STORED_IN,directed,Compliance copies stored in user mailbox.,Compliance,,,Compliance
feature_compliance_copy,container_group_mailbox,DATA_STORED_IN,directed,Compliance copies stored in group mailbox.,Compliance,,,Compliance
feature_audit_logging,service_purview_audit,DEPENDS_ON_SERVICE,directed,Audit logging depends on Purview Audit service.,Audit,,,Compliance
service_entra_id,layer_identity,PART_OF,directed,Entra ID is part of the identity layer.,Identity,,,Identity
service_entra_id,id_user_account,CONTAINS,directed,Entra ID contains user accounts.,Identity,,,Identity
service_entra_id,id_m365_group,CONTAINS,directed,Entra ID contains M365 Groups.,Identity,,,Identity
service_purview_audit,suite_purview,PART_OF,directed,Purview Audit is part of Purview.,Compliance,,,Compliance
layer_identity,id_user_account,CONTAINS,directed,Identity layer contains user accounts.,Identity,,,Identity
layer_identity,id_m365_group,CONTAINS,directed,Identity layer contains M365 Groups.,Identity,,,Identity
limit_sp_file_size,store_sharepoint,APPLIES_POLICY,directed,File size limit applies to SharePoint.,Limits,,,Storage
limit_sp_file_size,store_onedrive,APPLIES_POLICY,directed,File size limit applies to OneDrive.,Limits,,,Storage
limit_od_storage_base,store_onedrive,APPLIES_POLICY,directed,Storage limit applies to OneDrive.,Limits,,,Storage
