NodeID,Name,Label,Description,Tags,Reference_URL,Service_Description_URL,Suite,Context,Multi_Geo,Backend,Requires_License,File_Extension
id_distribution_group,Distribution Group,IDENTITY_OBJECT,Mail-enabled group for email distribution.,Identity,,,,,,,,,
id_dynamic_group,Dynamic Group,IDENTITY_OBJECT,Group with membership defined by rules/queries.,Identity,,,,,,,,,
id_service_principal,Service Principal,IDENTITY_OBJECT,App identity for automated access to resources.,Identity,,,,,,,,,
id_managed_identity,Managed Identity,IDENTITY_OBJECT,Azure-managed identity for service-to-service auth.,Identity,,,,,,,,,
id_app_registration,App Registration,IDENTITY_OBJECT,Application registered in Entra ID for API access.,Identity,,,,,,,,,
id_guest_user,Guest User,IDENTITY_OBJECT,External user invited to the tenant.,Guest_User;Identity,,,,,,,,,
id_sp_permission_group,SharePoint Permission Group,IDENTITY_OBJECT,Site-level permission group in SharePoint.,Identity,,,,,,,,,
# ============================================================
# COMPLIANCE FEATURES — Microsoft Purview
# ============================================================
comp_retention_policy,Retention Policy,COMPLIANCE_FEATURE,Defines how long data is retained and when deleted.,Retention;Compliance,,,,,,,,,
comp_retention_label,Retention Label,COMPLIANCE_FEATURE,Label applied to individual items for retention.,Retention;Compliance,,,,,,,,,
comp_sensitivity_label,Sensitivity Label,COMPLIANCE_FEATURE,Classification label for data protection (encryption/marking).,Sensitivity_Label;Compliance,,,,,,,,,
comp_dlp_policy,DLP Policy,COMPLIANCE_FEATURE,Data Loss Prevention policy to detect and protect sensitive data.,DLP;Compliance,,,,,,,,,
comp_ediscovery,eDiscovery,COMPLIANCE_FEATURE,Content search and legal hold for litigation.,eDiscovery;Compliance,,,,,,,,,
comp_ediscovery_premium,eDiscovery (Premium),COMPLIANCE_FEATURE,Advanced eDiscovery with analytics and review sets.,eDiscovery;Compliance,,,,,,,,Microsoft 365 E5,
comp_audit_standard,Audit (Standard),COMPLIANCE_FEATURE,Standard audit logging for M365 activities.,Compliance,,,,,,,,,
comp_audit_premium,Audit (Premium),COMPLIANCE_FEATURE,Extended audit retention and high-value event logging.,Compliance,,,,,,,,Microsoft 365 E5,
comp_communication_compliance,Communication Compliance,COMPLIANCE_FEATURE,Monitors communications for policy violations.,Compliance,,,,,,,,Microsoft 365 E5,
comp_insider_risk,Insider Risk Management,COMPLIANCE_FEATURE,Detects and responds to insider threats.,Compliance;Security,,,,,,,,Microsoft 365 E5,
comp_irm,Information Rights Management,COMPLIANCE_FEATURE,Protects documents with encryption and usage rights.,Compliance,,,,,,,,,
comp_compliance_manager,Compliance Manager,COMPLIANCE_FEATURE,Compliance posture assessment and score.,Compliance_Score;Compliance,,,,,,,,,
comp_records_management,Records Management,COMPLIANCE_FEATURE,File plan and disposition for regulatory records.,Compliance,,,,,,,,,
comp_adaptive_protection,Adaptive Protection,COMPLIANCE_FEATURE,Dynamic DLP policies based on insider risk levels.,Compliance;DLP,,,,,,,,Microsoft 365 E5,
# ============================================================
# ============================================================
# ============================================================
# COPILOT EXPERIENCES
# ============================================================
copilot_word,Copilot in Word,COPILOT_EXPERIENCE,AI writing assistant in Word.,AI;Copilot,,,,Word,,,,Microsoft 365 Copilot,
copilot_excel,Copilot in Excel,COPILOT_EXPERIENCE,AI analytics assistant in Excel.,AI;Copilot,,,,Excel,,,,Microsoft 365 Copilot,
copilot_powerpoint,Copilot in PowerPoint,COPILOT_EXPERIENCE,AI presentation designer in PowerPoint.,AI;Copilot,,,,PowerPoint,,,,Microsoft 365 Copilot,
copilot_outlook,Copilot in Outlook,COPILOT_EXPERIENCE,AI email assistant in Outlook.,AI;Copilot,,,,Outlook,,,,Microsoft 365 Copilot,
copilot_teams,Copilot in Teams,COPILOT_EXPERIENCE,"AI assistant in Teams (meeting summaries, chat help).",AI;Copilot,,,,Teams,,,,Microsoft 365 Copilot,
copilot_onenote,Copilot in OneNote,COPILOT_EXPERIENCE,AI note-taking assistant.,AI;Copilot,,,,OneNote,,,,Microsoft 365 Copilot,
copilot_loop,Copilot in Loop,COPILOT_EXPERIENCE,AI assistant in Loop workspaces.,AI;Copilot,,,,Loop,,,,Microsoft 365 Copilot,
copilot_sharepoint,Copilot in SharePoint,COPILOT_EXPERIENCE,AI assistant for SharePoint pages.,AI;Copilot,,,,SharePoint,,,,Microsoft 365 Copilot,
copilot_whiteboard,Copilot in Whiteboard,COPILOT_EXPERIENCE,AI assistant for brainstorming and diagrams.,AI;Copilot,,,,Whiteboard,,,,Microsoft 365 Copilot,
copilot_power_apps,Copilot in Power Apps,COPILOT_EXPERIENCE,AI assistant for app building.,AI;Copilot,,,,Power Apps,,,,Microsoft 365 Copilot,
copilot_power_automate,Copilot in Power Automate,COPILOT_EXPERIENCE,AI assistant for workflow automation.,AI;Copilot,,,,Power Automate,,,,Microsoft 365 Copilot,
copilot_power_bi,Copilot in Power BI,COPILOT_EXPERIENCE,AI assistant for data insights.,AI;Copilot,,,,Power BI,,,,Microsoft 365 Copilot,
# ============================================================
# TECHNOLOGY
# ============================================================
tech_fluid,Fluid Framework,TECHNOLOGY,Real-time collaboration framework powering Loop and live components.,,,,,,,,,,
tech_graph,Microsoft Graph,TECHNOLOGY,Unified API for accessing M365 data and intelligence.,,,,,,,,,,
tech_semantic_index,Semantic Index,TECHNOLOGY,AI index that grounds Copilot responses in org data.,,,,,,,,,,
tech_spe,SharePoint Embedded,TECHNOLOGY,Headless SharePoint storage for app-managed containers.,,,,,,,,,,
tech_graph_connectors,Graph Connectors,TECHNOLOGY,Connectors that bring external data into Microsoft Graph.,,,,,,,,,,
tech_copilot_plugins,Copilot Plugins,TECHNOLOGY,Extensions that add skills and data access to Copilot.,,,,,,,,,,
tech_adaptive_cards,Adaptive Cards,TECHNOLOGY,Cross-platform card framework for rich content rendering.,,,,,,,,,,
# ============================================================
# SERVICES
# ============================================================
svc_teams,Teams Service,SERVICE,"Backend for message delivery, sync, and presence.",,,,,,,,,
svc_compliance,Compliance Service,SERVICE,Enforces retention and eDiscovery policies across M365.,Compliance,,,,,,,,
svc_substrate,Substrate,SERVICE,Shared infrastructure layer across M365 services.,,,,,,,,,,
# ============================================================
# DATA TYPES
# ============================================================
data_chat_message,Chat Message,DATA_TYPE,1:1 or group chat message in Teams.,Messaging,,,,User,,,,
data_channel_message,Channel Message,DATA_TYPE,Message posted in a Teams channel.,Messaging,,,,Group,,,,
data_email,Email Message,DATA_TYPE,Email message in Exchange Online.,Messaging,,,,,,,,"eml;.msg"
data_calendar_item,Calendar Item,DATA_TYPE,Calendar event or meeting invite.,,,,,,,,,.ics
data_voicemail,Voicemail,DATA_TYPE,Voice message from Teams Phone.,Voice,,,,User,,,,
data_call_record,Call Record,DATA_TYPE,Record of a Teams call.,Voice,,,,,,,,
# ============================================================
# DATA RESIDENCY
# ============================================================
geo_eu,European Union,DATA_RESIDENCY,EU data centres for GDPR compliance.,,,,,,,,,,
geo_us,United States,DATA_RESIDENCY,US data centres.,,,,,,,,,,
geo_uk,United Kingdom,DATA_RESIDENCY,UK data centres.,,,,,,,,,,
geo_aus,Australia,DATA_RESIDENCY,Australian data centres.,,,,,,,,,,
geo_jpn,Japan,DATA_RESIDENCY,Japanese data centres.,,,,,,,,,,
geo_can,Canada,DATA_RESIDENCY,Canadian data centres.,,,,,,,,,,
# ============================================================
# ============================================================
# ============================================================
# ============================================================
# ============================================================
# POLICIES (Example instances)
# ============================================================
pol_retention_7yr,7-Year Retention Policy,POLICY,Retains content for 7 years then deletes.,Retention,,,,,,,,
pol_retention_default,Default Retention Policy,POLICY,Organisation-wide default retention settings.,Retention,,,,,,,,
pol_label_confidential,Confidential Label,POLICY,Sensitivity label applying encryption for confidential content.,Sensitivity_Label,,,,,,,,
pol_label_internal,Internal Only Label,POLICY,Sensitivity label marking content as internal only.,Sensitivity_Label,,,,,,,,
pol_dlp_credit_card,Credit Card DLP Rule,POLICY,DLP rule detecting credit card numbers.,DLP,,,,,,,,
pol_ca_require_mfa,Require MFA Policy,POLICY,Conditional Access policy requiring MFA for all users.,Conditional_Access,,,,,,,,
# ============================================================
# APPS — Security & Identity
# ============================================================
app_entra_id,Microsoft Entra ID,APP,Cloud identity and access management service.,Identity;Security,https://learn.microsoft.com/en-us/entra/fundamentals/whatis,https://learn.microsoft.com/en-gb/office365/servicedescriptions/azure-active-directory,Microsoft 365,,,,,
app_defender_endpoint,Microsoft Defender for Endpoint,APP,Endpoint detection and response (EDR) platform.,Security,https://learn.microsoft.com/en-us/defender-endpoint/,,Microsoft 365,,,,Microsoft 365 E5,
app_defender_cloud_apps,Microsoft Defender for Cloud Apps,APP,Cloud access security broker (CASB) for shadow IT and app governance.,Security,https://learn.microsoft.com/en-us/defender-cloud-apps/,,Microsoft 365,,,,Microsoft 365 E5,
app_defender_identity,Microsoft Defender for Identity,APP,Identity threat detection from on-premises Active Directory signals.,Security,https://learn.microsoft.com/en-us/defender-for-identity/,,Microsoft 365,,,,Microsoft 365 E5,
# ============================================================
# APPS — Additional M365
# ============================================================
app_microsoft_search,Microsoft Search,APP,Unified search experience across all M365 content.,Search,https://learn.microsoft.com/en-us/microsoftsearch/overview-microsoft-search,,Microsoft 365,,,,,
app_teams_phone,Teams Phone,APP,Cloud-based phone system with PSTN calling.,Voice,https://learn.microsoft.com/en-us/microsoftteams/what-is-phone-system-in-office-365,,Microsoft 365,,,,Teams Phone license,
app_teams_rooms,Teams Rooms,APP,Meeting room devices running Teams meetings.,Meetings,https://learn.microsoft.com/en-us/microsoftteams/rooms/,,Microsoft 365,,,,Teams Rooms license,
app_shifts,Shifts,APP,Schedule management for frontline workers.,Frontline,https://learn.microsoft.com/en-us/microsoftteams/expand-teams-across-your-org/shifts-for-teams-landing-page,,Microsoft 365,,,,,
app_approvals,Approvals,APP,Approval workflows in Teams.,Collaboration,https://learn.microsoft.com/en-us/microsoftteams/approval-admin,,Microsoft 365,,,,,
app_tasks,Tasks by Planner and To Do,APP,Unified task view in Teams combining Planner and To Do.,Collaboration,,,Microsoft 365,,,,,
# ============================================================
# FEATURES — Teams Meetings & Events
# ============================================================
feat_teams_webinar,Webinar,FEATURE,Structured registration-based online events in Teams.,Meetings,,,,,,,,,
feat_teams_town_hall,Town Hall,FEATURE,Large-scale broadcast events in Teams (replaces Live Events).,Meetings,,,,,,,,,
feat_teams_live_events,Live Events (Legacy),FEATURE,Legacy broadcast feature replaced by Town Hall.,Meetings,,,,,,,,,
feat_teams_queues,Queues App,FEATURE,Call queue management for Teams Phone.,Voice,,,,,,,,,
feat_teams_breakout_rooms,Breakout Rooms,FEATURE,Sub-meeting rooms within Teams meetings.,Meetings,,,,,,,,,
feat_teams_together_mode,Together Mode,FEATURE,Virtual shared space for Teams meetings.,Meetings,,,,,,,,,
feat_teams_intelligent_recap,Intelligent Recap,FEATURE,AI-generated meeting summary with action items.,AI;Meetings,,,,,,,,Teams Premium,
# ============================================================
# FEATURES — SharePoint Advanced
# ============================================================
feat_sp_spfx,SharePoint Framework (SPFx),FEATURE,Development framework for SharePoint customisations.,,,,,,,,,,
feat_sp_info_barriers,Information Barriers,FEATURE,Prevents communication between specific user segments.,Compliance;Security,,,,,,,,,
feat_sp_restricted_access,Restricted Access Control,FEATURE,Restricts access to SharePoint sites to specific users.,Security,,,,,,,,Microsoft 365 E5,
feat_sp_site_lifecycle,Site Lifecycle Policies,FEATURE,Automated inactive site management and cleanup.,Governance,,,,,,,,,
feat_sp_file_requests,File Requests,FEATURE,Request files from external users without granting access.,,,,,,,,,,
# ============================================================
# FEATURES — Exchange Advanced
# ============================================================
feat_exo_litigation_hold,Litigation Hold,FEATURE,Preserves all mailbox content for legal purposes.,Compliance,,,,,,,,,
feat_exo_in_place_hold,In-Place Hold,FEATURE,Query-based hold on specific mailbox content.,Compliance,,,,,,,,,
feat_exo_auto_expanding_archive,Auto-Expanding Archive,FEATURE,Automatically grows archive mailbox beyond 100 GB.,Storage;Compliance,,,,,,,,,
feat_exo_focused_inbox,Focused Inbox,FEATURE,AI-sorted inbox prioritising important messages.,AI,,,,,,,,,
feat_exo_shared_mailbox,Shared Mailbox,FEATURE,Mailbox shared by multiple users without license.,Collaboration,,,,,,,,,
feat_exo_room_finder,Room Finder,FEATURE,Finds available meeting rooms for scheduling.,,,,,,,,,,
# ============================================================
# FEATURES — OneDrive Advanced
# ============================================================
feat_od_shortcut,OneDrive Shortcuts,FEATURE,Add shortcuts to shared libraries in OneDrive view.,Collaboration,,,,,,,,,
feat_od_file_requests,File Requests,FEATURE,Request file uploads from others to your OneDrive.,Collaboration,,,,,,,,,
feat_od_offline_files,Offline Files,FEATURE,Mark files for offline access on devices.,Storage,,,,,,,,,
# ============================================================
# COMPLIANCE FEATURES — Additional Purview
# ============================================================
comp_info_barriers,Information Barriers,COMPLIANCE_FEATURE,Prevents communication and collaboration between user segments.,Compliance;Security,,,,,,,,Microsoft 365 E5,
comp_data_lifecycle,Data Lifecycle Management,COMPLIANCE_FEATURE,Automates retention and deletion of content.,Compliance;Retention,,,,,,,,,
comp_pam,Privileged Access Management,COMPLIANCE_FEATURE,Just-in-time access for administrative tasks in M365.,Compliance;Security,,,,,,,,Microsoft 365 E5,
comp_customer_lockbox,Customer Lockbox,COMPLIANCE_FEATURE,Requires customer approval for Microsoft support access to data.,Compliance;Security,,,,,,,,Microsoft 365 E5,
comp_content_search,Content Search,COMPLIANCE_FEATURE,Search across M365 locations for specific content.,Compliance;eDiscovery,,,,,,,,,
comp_data_connectors,Data Connectors,COMPLIANCE_FEATURE,Import third-party data into M365 for compliance.,Compliance,,,,,,,,,
comp_sit,Sensitive Information Types,COMPLIANCE_FEATURE,Pattern-based classifiers for detecting sensitive data.,DLP;Compliance,,,,,,,,,
comp_trainable_classifiers,Trainable Classifiers,COMPLIANCE_FEATURE,ML-based content classifiers trained on org data.,AI;Compliance,,,,,,,,Microsoft 365 E5,
comp_exact_data_match,Exact Data Match,COMPLIANCE_FEATURE,Fingerprint-based detection matching exact data values.,DLP;Compliance,,,,,,,,Microsoft 365 E5,
# ============================================================
# ============================================================
# ============================================================
# COPILOT EXPERIENCES — Additional
# ============================================================
copilot_planner,Copilot in Planner,COPILOT_EXPERIENCE,AI assistant for task and plan creation.,AI;Copilot,,,,Planner,,,,Microsoft 365 Copilot,
copilot_stream,Copilot in Stream,COPILOT_EXPERIENCE,AI assistant for video summarisation.,AI;Copilot,,,,Stream,,,,Microsoft 365 Copilot,
copilot_forms,Copilot in Forms,COPILOT_EXPERIENCE,AI assistant for survey creation.,AI;Copilot,,,,Forms,,,,Microsoft 365 Copilot,
copilot_viva_engage,Copilot in Viva Engage,COPILOT_EXPERIENCE,AI assistant for community posts and summaries.,AI;Copilot,,,,Viva Engage,,,,Microsoft 365 Copilot,
# ============================================================
# TECHNOLOGY — Additional
# ============================================================
tech_spfx,SharePoint Framework,TECHNOLOGY,Client-side development model for SharePoint customisations.,,,,,,,,,,
tech_power_fx,Power Fx,TECHNOLOGY,Low-code formula language for Power Platform.,,,,,,,,,,
tech_azure_openai,Azure OpenAI Service,TECHNOLOGY,Cloud-hosted LLMs (GPT-4) powering Copilot.,,,,,,,,,,
tech_rag,Retrieval Augmented Generation,TECHNOLOGY,Pattern combining search retrieval with LLM generation.,,,,,,,,,,
tech_substrate_sdf,Substrate Data Fabric,TECHNOLOGY,Unified data layer connecting M365 signals for intelligence.,,,,,,,,,,
# ============================================================
# SERVICES — Additional
# ============================================================
svc_entra,Entra ID Service,SERVICE,Identity platform for authentication and authorisation.,Identity,,,,,,,,
svc_graph_api,Microsoft Graph API,SERVICE,REST API endpoint for accessing M365 data programmatically.,,,,,,,,,,
svc_search,Microsoft Search Service,SERVICE,Unified search indexing across M365 content.,,,,,,,,,,
svc_notifications,M365 Notifications Service,SERVICE,Push notification delivery for M365 apps.,,,,,,,,,,
# ============================================================
# DATA TYPES — Additional
# ============================================================
data_meeting_recording,Meeting Recording,DATA_TYPE,Video file of a Teams meeting.,Meetings;Storage,,,,,,,,".mp4"
data_transcription,Meeting Transcription,DATA_TYPE,Text transcript of a Teams meeting.,Meetings;Compliance,,,,,,,,".vtt;.docx"
data_loop_file,Loop File,DATA_TYPE,Collaborative document in Loop format.,Collaboration;Real_Time,,,,,,,,".loop;.fluid"
data_whiteboard_file,Whiteboard File,DATA_TYPE,Digital whiteboard canvas file.,Collaboration,,,,,,,,".whiteboard"
data_stream_video,Stream Video,DATA_TYPE,Video file managed in Stream on SharePoint.,Storage,,,,,,,,".mp4"
data_form_response,Form Response,DATA_TYPE,Individual response to a Forms survey.,,,,,,,,,,
data_planner_task,Planner Task,DATA_TYPE,Task item in Microsoft Planner.,Collaboration,,,,,,,,,
data_power_automate_flow,Power Automate Flow,DATA_TYPE,Workflow definition in Power Automate.,Power_Platform,,,,,,,,,
# ============================================================
# ============================================================
# ============================================================
# ============================================================

# ============================================================
# ADDITIONAL FEATURES - Teams compliance, meetings, other apps
# ============================================================
feat_teams_chat_compliance,Chat Compliance Copies (1:1/Group),FEATURE,Compliance copies of Teams 1:1 and group chat messages stored in user mailboxes.,compliance;Teams;chat,,,,Teams,,,,
feat_teams_channel_compliance,Channel Compliance Copies (Standard/Shared),FEATURE,Compliance copies of Teams standard and shared channel messages stored in group mailbox.,compliance;Teams;channel,,,,Teams,,,,
feat_teams_private_channel_compliance,Private Channel Compliance Copies,FEATURE,Compliance copies of Teams private channel messages stored in group mailbox (Sep 2025 change).,compliance;Teams;private channel,,,,Teams,,,,
feat_teams_meeting_chat_compliance,Meeting Chat Compliance Copies,FEATURE,Compliance copies of Teams meeting chat messages.,compliance;Teams;meeting,,,,Teams,,,,
feat_teams_cdr,Call Detail Records,FEATURE,Call Detail Records stored for compliance in Exchange Online.,compliance;Teams;calling,,,,Teams,,,,
feat_teams_meeting_whiteboard,Meeting Whiteboard,FEATURE,Whiteboard drawings created during Teams meetings.,collaboration;Teams;meeting,,,,Teams,,,,
feat_teams_meeting_notes,Meeting Notes,FEATURE,Notes taken during Teams meetings by the organiser.,collaboration;Teams;meeting,,,,Teams,,,,
feat_teams_meeting_polls,Meeting Polls,FEATURE,Polls created during Teams meetings via Forms.,collaboration;Teams;meeting,,,,Teams,,,,
feat_teams_channel_email,Emails Forwarded to Channel,FEATURE,Emails sent to a Teams channel stored in SharePoint.,collaboration;Teams;channel,,,,Teams,,,,
feat_teams_channel_onenote,Channel OneNote,FEATURE,Default OneNote notebook for a Teams channel.,collaboration;Teams;channel,,,,Teams,,,,
feat_teams_channel_planner,Channel Planner Attachments,FEATURE,File attachments from Planner tasks in a Team.,collaboration;Teams;channel,,,,Teams,,,,
feat_bookings_mailbox,Bookings Calendar Mailbox,FEATURE,Dedicated Exchange mailbox provisioned for Bookings scheduling.,Exchange;Bookings,,,,Bookings,,,,
feat_copilot_interactions,Copilot Interactions,FEATURE,Copilot prompts and responses stored as compliance copies in user mailbox.,compliance;Copilot;AI,,,,Copilot,,,,
feat_sway_content,Sway Content,FEATURE,Sway presentations stored as compliance copies in user mailbox.,compliance;Sway,,,,Sway,,,,
feat_forms_responses,Forms Responses,FEATURE,Form templates and responses stored in Forms service with compliance copies in mailbox.,compliance;Forms,,,,Forms,,,,
feat_whiteboard_files,Whiteboard Files,FEATURE,Whiteboard drawings stored in user OneDrive.,collaboration;Whiteboard,,,,Whiteboard,,,,
feat_clipchamp_projects,Clipchamp Projects,FEATURE,Clipchamp video editing projects stored in user OneDrive.,video;Clipchamp,,,,Clipchamp,,,,
feat_planner_tasks,Planner Task Metadata,FEATURE,Planner task metadata stored in regional datacenters with attachments in SharePoint.,Planner;tasks,,,,Planner,,,,
store_regional_dc,Regional Microsoft Datacenters,STORAGE_SERVICE,Microsoft-managed regional datacenters for services without dedicated M365 storage.,,,,,,,,,
# ============================================================
# ARCHITECTURE LAYERS
# ============================================================
layer_identity,Identity Layer,ARCHITECTURE_LAYER,"Layer representing identity, ownership, groups, and access.",Layer;Identity,,,,,,,,
# ============================================================
# CONTAINERS
# ============================================================
container_user_mailbox,User Mailbox Container,CONTAINER,Logical mailbox container for a user.,Container;Exchange,,,,User,,,,
container_group_mailbox,Group Mailbox Container,CONTAINER,Logical mailbox container for a Microsoft 365 Group.,Container;Exchange,,,,Group,,,,
container_doc_library,SharePoint Document Library,CONTAINER,Logical document library container within a SharePoint site.,Container;SharePoint,,,,Group,,,,
container_onedrive_library,OneDrive Document Library,CONTAINER,Logical personal library container within OneDrive.,Container;OneDrive,,,,User,,,,
# ============================================================
# FOLDERS
# ============================================================
folder_teams_chat_files,Microsoft Teams Chat Files folder,FOLDER,Default OneDrive folder for files shared in Teams chat.,Folder;Teams;OneDrive,,,,User,,,,
folder_channel_general,General channel folder,FOLDER,Default SharePoint folder for a standard channel.,Folder;Teams;SharePoint,,,,Group,,,,
folder_recordings,Recordings folder,FOLDER,Default folder for meeting recordings and transcripts.,Folder;Meetings,,,,User;Group,,,,
# ============================================================
# SCENARIOS
# ============================================================
scenario_teams_chat,Teams Chat,SCENARIO,Teams 1:1 and group chat scenario.,Teams;Scenario;Chat,,,,User,,,,
scenario_teams_channel_standard,Teams Standard Channel,SCENARIO,Teams standard channel collaboration scenario.,Teams;Scenario;Channel,,,,Group,,,,
scenario_teams_channel_private,Teams Private Channel,SCENARIO,Teams private channel collaboration scenario.,Teams;Scenario;Channel,,,,Group,,,,
scenario_teams_channel_shared,Teams Shared Channel,SCENARIO,Teams shared channel collaboration scenario.,Teams;Scenario;Channel,,,,Group,,,,
scenario_teams_meeting_private,Teams Private Meeting,SCENARIO,Private or scheduled Teams meeting scenario.,Teams;Scenario;Meeting,,,,User,,,,
scenario_teams_meeting_channel,Teams Channel Meeting,SCENARIO,Channel-based Teams meeting scenario.,Teams;Scenario;Meeting,,,,Group,,,,
scenario_outlook_mail,Outlook Mail,SCENARIO,Email scenario in Outlook and Exchange.,Outlook;Scenario;Mail,,,,User,,,,
scenario_outlook_calendar,Outlook Calendar,SCENARIO,Calendar scenario in Outlook and Exchange.,Outlook;Scenario;Calendar,,,,User,,,,
scenario_loop_component_teams,Loop Component in Teams,SCENARIO,Loop component embedded in Teams chat or meeting.,Loop;Teams;Scenario,,,,User,,,,
scenario_forms_survey,Forms Survey,SCENARIO,Forms survey and response scenario.,Forms;Scenario,,,,User,,,,
scenario_planner_task,Planner Task,SCENARIO,Planner task and attachment scenario.,Planner;Scenario,,,,Group,,,,
scenario_copilot_interaction,Copilot Interaction,SCENARIO,Prompt and response interaction scenario in Microsoft 365 Copilot.,Copilot;Scenario,,,,User,,,,
# ============================================================
# DATA TYPES — Granular
# ============================================================
data_channel_file,Channel File,DATA_TYPE,File stored in a Teams channel-backed SharePoint library.,Teams;Files,,,,Group,,,,
data_chat_shared_file,Chat Shared File,DATA_TYPE,File shared in Teams chat stored in a sender OneDrive folder.,Teams;Files,,,,User,,,,
data_meeting_recording_private,Private Meeting Recording,DATA_TYPE,Recording from a private Teams meeting.,Meetings;Recording,,,,User,,,.mp4,
data_meeting_recording_channel,Channel Meeting Recording,DATA_TYPE,Recording from a channel meeting.,Meetings;Recording,,,,Group,,,.mp4,
data_meeting_transcript_private,Private Meeting Transcript,DATA_TYPE,Transcript from a private Teams meeting.,Meetings;Transcript,,,,User,,,.vtt,
data_meeting_transcript_channel,Channel Meeting Transcript,DATA_TYPE,Transcript from a channel meeting.,Meetings;Transcript,,,,Group,,,.vtt,
data_meeting_chat_message,Meeting Chat Message,DATA_TYPE,Message posted in meeting chat.,Teams;Meetings;Chat,,,,User,,,,
data_loop_component,Loop Component,DATA_TYPE,Loop component content object.,Loop;RealTime,,,,User,,,.loop;.fluid,
data_planner_task_attachment,Planner Task Attachment,DATA_TYPE,File attachment associated with a Planner task.,Planner;Files,,,,Group,,,,
data_copilot_interaction_record,Copilot Interaction Record,DATA_TYPE,"Prompt and response interaction record captured for audit/compliance.",Copilot;Audit,,,,User,,,,
data_accessed_resource,Copilot Accessed Resource Reference,DATA_TYPE,Reference to resources accessed during Copilot grounding.,Copilot;Audit,,,,,,,,
# ============================================================
# FEATURES — Generic
# ============================================================
feature_comments,Comments,FEATURE,Commenting feature for collaborative content.,Collaboration;Comments,,,,,,,,
feature_mentions,@mentions,FEATURE,Mentioning feature in collaborative apps.,Collaboration;Mentions,,,,,,,,
feature_real_time_coauthoring,Real-time co-authoring,FEATURE,Multiple users editing content together in real time.,Collaboration;Realtime,,,,,,,,
feature_compliance_copy,Compliance Copy,FEATURE,Compliance copy capability for regulated workloads.,Compliance,,,,,,,,
feature_audit_logging,Audit Logging,FEATURE,Audit logging capability for admin and user activities.,Audit,,,,,,,,
# ============================================================
# SERVICES — Additional
# ============================================================
service_entra_id,Microsoft Entra ID,SERVICE,Identity and access service for Microsoft 365.,Identity,,https://learn.microsoft.com/en-us/entra/fundamentals/whatis,,,,,
service_purview_audit,Microsoft Purview Audit,SERVICE,Audit service for Microsoft 365 and AI activities.,Purview;Audit,,https://learn.microsoft.com/en-us/purview/audit-copilot,,,,,
# ============================================================
# LIMITS
# ============================================================
limit_sp_file_size,SharePoint and OneDrive file size limit,LIMIT,Represents maximum supported file size in SharePoint and OneDrive.,Limits,,,,,,,,
limit_od_storage_base,OneDrive base storage limit,LIMIT,Represents base OneDrive storage allocation.,Limits,,,,,,,,
